DateKey,FullDateAlternateKey,DayNumberOfWeek,EnglishDayNameOfWeek,DayNumberOfMonth,DayNumberOfYear,WeekNumberOfYear,EnglishMonthName,MonthNumberOfYear,CalendarQuarter,CalendarYear,CalendarSemester,FiscalQuarter,FiscalYear,FiscalSemester
20100526,2010-05-26,4,Wednesday,26,146,22,May,5,2,2010,1,4,2010,2
20100527,2010-05-27,5,Thursday,27,147,22,May,5,2,2010,1,4,2010,2
20100528,2010-05-28,6,Friday,28,148,22,May,5,2,2010,1,4,2010,2
20100529,2010-05-29,7,Saturday,29,149,22,May,5,2,2010,1,4,2010,2
20100530,2010-05-30,1,Sunday,30,150,23,May,5,2,2010,1,4,2010,2
20100531,2010-05-31,2,Monday,31,151,23,May,5,2,2010,1,4,2010,2
20100601,2010-06-01,3,Tuesday,1,152,23,June,6,2,2010,1,4,2010,2
20100602,2010-06-02,4,Wednesday,2,153,23,June,6,2,2010,1,4,2010,2
20100603,2010-06-03,5,Thursday,3,154,23,June,6,2,2010,1,4,2010,2
20100604,2010-06-04,6,Friday,4,155,23,June,6,2,2010,1,4,2010,2
20100605,2010-06-05,7,Saturday,5,156,23,June,6,2,2010,1,4,2010,2
20100606,2010-06-06,1,Sunday,6,157,24,June,6,2,2010,1,4,2010,2
20100607,2010-06-07,2,Monday,7,158,24,June,6,2,2010,1,4,2010,2
20100608,2010-06-08,3,Tuesday,8,159,24,June,6,2,2010,1,4,2010,2
20100609,2010-06-09,4,Wednesday,9,160,24,June,6,2,2010,1,4,2010,2
20100610,2010-06-10,5,Thursday,10,161,24,June,6,2,2010,1,4,2010,2
20100611,2010-06-11,6,Friday,11,162,24,June,6,2,2010,1,4,2010,2
20100612,2010-06-12,7,Saturday,12,163,24,June,6,2,2010,1,4,2010,2
20100613,2010-06-13,1,Sunday,13,164,25,June,6,2,2010,1,4,2010,2
20100614,2010-06-14,2,Monday,14,165,25,June,6,2,2010,1,4,2010,2
20100615,2010-06-15,3,Tuesday,15,166,25,June,6,2,2010,1,4,2010,2
20100616,2010-06-16,4,Wednesday,16,167,25,June,6,2,2010,1,4,2010,2
20100617,2010-06-17,5,Thursday,17,168,25,June,6,2,2010,1,4,2010,2
20100618,2010-06-18,6,Friday,18,169,25,June,6,2,2010,1,4,2010,2
20100619,2010-06-19,7,Saturday,19,170,25,June,6,2,2010,1,4,2010,2
20100620,2010-06-20,1,Sunday,20,171,26,June,6,2,2010,1,4,2010,2
20100621,2010-06-21,2,Monday,21,172,26,June,6,2,2010,1,4,2010,2
20100622,2010-06-22,3,Tuesday,22,173,26,June,6,2,2010,1,4,2010,2
20100623,2010-06-23,4,Wednesday,23,174,26,June,6,2,2010,1,4,2010,2
20100624,2010-06-24,5,Thursday,24,175,26,June,6,2,2010,1,4,2010,2
20100625,2010-06-25,6,Friday,25,176,26,June,6,2,2010,1,4,2010,2
20100626,2010-06-26,7,Saturday,26,177,26,June,6,2,2010,1,4,2010,2
20100627,2010-06-27,1,Sunday,27,178,27,June,6,2,2010,1,4,2010,2
20100628,2010-06-28,2,Monday,28,179,27,June,6,2,2010,1,4,2010,2
20100629,2010-06-29,3,Tuesday,29,180,27,June,6,2,2010,1,4,2010,2
20100630,2010-06-30,4,Wednesday,30,181,27,June,6,2,2010,1,4,2010,2
20100701,2010-07-01,5,Thursday,1,182,27,July,7,3,2010,2,1,2011,1
20100702,2010-07-02,6,Friday,2,183,27,July,7,3,2010,2,1,2011,1
20100703,2010-07-03,7,Saturday,3,184,27,July,7,3,2010,2,1,2011,1
20100704,2010-07-04,1,Sunday,4,185,28,July,7,3,2010,2,1,2011,1
20100705,2010-07-05,2,Monday,5,186,28,July,7,3,2010,2,1,2011,1
20100706,2010-07-06,3,Tuesday,6,187,28,July,7,3,2010,2,1,2011,1
20100707,2010-07-07,4,Wednesday,7,188,28,July,7,3,2010,2,1,2011,1
20100708,2010-07-08,5,Thursday,8,189,28,July,7,3,2010,2,1,2011,1
20100709,2010-07-09,6,Friday,9,190,28,July,7,3,2010,2,1,2011,1
20100710,2010-07-10,7,Saturday,10,191,28,July,7,3,2010,2,1,2011,1
20100711,2010-07-11,1,Sunday,11,192,29,July,7,3,2010,2,1,2011,1
20100712,2010-07-12,2,Monday,12,193,29,July,7,3,2010,2,1,2011,1
20100713,2010-07-13,3,Tuesday,13,194,29,July,7,3,2010,2,1,2011,1
20100714,2010-07-14,4,Wednesday,14,195,29,July,7,3,2010,2,1,2011,1
20100715,2010-07-15,5,Thursday,15,196,29,July,7,3,2010,2,1,2011,1
20100716,2010-07-16,6,Friday,16,197,29,July,7,3,2010,2,1,2011,1
20100717,2010-07-17,7,Saturday,17,198,29,July,7,3,2010,2,1,2011,1
20100718,2010-07-18,1,Sunday,18,199,30,July,7,3,2010,2,1,2011,1
20100719,2010-07-19,2,Monday,19,200,30,July,7,3,2010,2,1,2011,1
20100720,2010-07-20,3,Tuesday,20,201,30,July,7,3,2010,2,1,2011,1
20100721,2010-07-21,4,Wednesday,21,202,30,July,7,3,2010,2,1,2011,1
20100722,2010-07-22,5,Thursday,22,203,30,July,7,3,2010,2,1,2011,1
20100723,2010-07-23,6,Friday,23,204,30,July,7,3,2010,2,1,2011,1
20100724,2010-07-24,7,Saturday,24,205,30,July,7,3,2010,2,1,2011,1
20100725,2010-07-25,1,Sunday,25,206,31,July,7,3,2010,2,1,2011,1
20100726,2010-07-26,2,Monday,26,207,31,July,7,3,2010,2,1,2011,1
20100727,2010-07-27,3,Tuesday,27,208,31,July,7,3,2010,2,1,2011,1
20100728,2010-07-28,4,Wednesday,28,209,31,July,7,3,2010,2,1,2011,1
20100729,2010-07-29,5,Thursday,29,210,31,July,7,3,2010,2,1,2011,1
20100730,2010-07-30,6,Friday,30,211,31,July,7,3,2010,2,1,2011,1
20100731,2010-07-31,7,Saturday,31,212,31,July,7,3,2010,2,1,2011,1
20100801,2010-08-01,1,Sunday,1,213,32,August,8,3,2010,2,1,2011,1
20100802,2010-08-02,2,Monday,2,214,32,August,8,3,2010,2,1,2011,1
20100803,2010-08-03,3,Tuesday,3,215,32,August,8,3,2010,2,1,2011,1
20100804,2010-08-04,4,Wednesday,4,216,32,August,8,3,2010,2,1,2011,1
20100805,2010-08-05,5,Thursday,5,217,32,August,8,3,2010,2,1,2011,1
20100806,2010-08-06,6,Friday,6,218,32,August,8,3,2010,2,1,2011,1
20100807,2010-08-07,7,Saturday,7,219,32,August,8,3,2010,2,1,2011,1
20100808,2010-08-08,1,Sunday,8,220,33,August,8,3,2010,2,1,2011,1
20100809,2010-08-09,2,Monday,9,221,33,August,8,3,2010,2,1,2011,1
20100810,2010-08-10,3,Tuesday,10,222,33,August,8,3,2010,2,1,2011,1
20100811,2010-08-11,4,Wednesday,11,223,33,August,8,3,2010,2,1,2011,1
20100812,2010-08-12,5,Thursday,12,224,33,August,8,3,2010,2,1,2011,1
20100813,2010-08-13,6,Friday,13,225,33,August,8,3,2010,2,1,2011,1
20100814,2010-08-14,7,Saturday,14,226,33,August,8,3,2010,2,1,2011,1
20100815,2010-08-15,1,Sunday,15,227,34,August,8,3,2010,2,1,2011,1
20100816,2010-08-16,2,Monday,16,228,34,August,8,3,2010,2,1,2011,1
20100817,2010-08-17,3,Tuesday,17,229,34,August,8,3,2010,2,1,2011,1
20100818,2010-08-18,4,Wednesday,18,230,34,August,8,3,2010,2,1,2011,1
20100819,2010-08-19,5,Thursday,19,231,34,August,8,3,2010,2,1,2011,1
20100820,2010-08-20,6,Friday,20,232,34,August,8,3,2010,2,1,2011,1
20100821,2010-08-21,7,Saturday,21,233,34,August,8,3,2010,2,1,2011,1
20100822,2010-08-22,1,Sunday,22,234,35,August,8,3,2010,2,1,2011,1
20100823,2010-08-23,2,Monday,23,235,35,August,8,3,2010,2,1,2011,1
20100824,2010-08-24,3,Tuesday,24,236,35,August,8,3,2010,2,1,2011,1
20100825,2010-08-25,4,Wednesday,25,237,35,August,8,3,2010,2,1,2011,1
20100826,2010-08-26,5,Thursday,26,238,35,August,8,3,2010,2,1,2011,1
20100827,2010-08-27,6,Friday,27,239,35,August,8,3,2010,2,1,2011,1
20100828,2010-08-28,7,Saturday,28,240,35,August,8,3,2010,2,1,2011,1
20100829,2010-08-29,1,Sunday,29,241,36,August,8,3,2010,2,1,2011,1
20100830,2010-08-30,2,Monday,30,242,36,August,8,3,2010,2,1,2011,1
20100831,2010-08-31,3,Tuesday,31,243,36,August,8,3,2010,2,1,2011,1
20100901,2010-09-01,4,Wednesday,1,244,36,September,9,3,2010,2,1,2011,1
20100902,2010-09-02,5,Thursday,2,245,36,September,9,3,2010,2,1,2011,1
20100903,2010-09-03,6,Friday,3,246,36,September,9,3,2010,2,1,2011,1
20100904,2010-09-04,7,Saturday,4,247,36,September,9,3,2010,2,1,2011,1
20100905,2010-09-05,1,Sunday,5,248,37,September,9,3,2010,2,1,2011,1
20100906,2010-09-06,2,Monday,6,249,37,September,9,3,2010,2,1,2011,1
20100907,2010-09-07,3,Tuesday,7,250,37,September,9,3,2010,2,1,2011,1
20100908,2010-09-08,4,Wednesday,8,251,37,September,9,3,2010,2,1,2011,1
20100909,2010-09-09,5,Thursday,9,252,37,September,9,3,2010,2,1,2011,1
20100910,2010-09-10,6,Friday,10,253,37,September,9,3,2010,2,1,2011,1
20100911,2010-09-11,7,Saturday,11,254,37,September,9,3,2010,2,1,2011,1
20100912,2010-09-12,1,Sunday,12,255,38,September,9,3,2010,2,1,2011,1
20100913,2010-09-13,2,Monday,13,256,38,September,9,3,2010,2,1,2011,1
20100914,2010-09-14,3,Tuesday,14,257,38,September,9,3,2010,2,1,2011,1
20100915,2010-09-15,4,Wednesday,15,258,38,September,9,3,2010,2,1,2011,1
20100916,2010-09-16,5,Thursday,16,259,38,September,9,3,2010,2,1,2011,1
20100917,2010-09-17,6,Friday,17,260,38,September,9,3,2010,2,1,2011,1
20100918,2010-09-18,7,Saturday,18,261,38,September,9,3,2010,2,1,2011,1
20100919,2010-09-19,1,Sunday,19,262,39,September,9,3,2010,2,1,2011,1
20100920,2010-09-20,2,Monday,20,263,39,September,9,3,2010,2,1,2011,1
20100921,2010-09-21,3,Tuesday,21,264,39,September,9,3,2010,2,1,2011,1
20100922,2010-09-22,4,Wednesday,22,265,39,September,9,3,2010,2,1,2011,1
20100923,2010-09-23,5,Thursday,23,266,39,September,9,3,2010,2,1,2011,1
20100924,2010-09-24,6,Friday,24,267,39,September,9,3,2010,2,1,2011,1
20100925,2010-09-25,7,Saturday,25,268,39,September,9,3,2010,2,1,2011,1
20100926,2010-09-26,1,Sunday,26,269,40,September,9,3,2010,2,1,2011,1
20100927,2010-09-27,2,Monday,27,270,40,September,9,3,2010,2,1,2011,1
20100928,2010-09-28,3,Tuesday,28,271,40,September,9,3,2010,2,1,2011,1
20100929,2010-09-29,4,Wednesday,29,272,40,September,9,3,2010,2,1,2011,1
20100930,2010-09-30,5,Thursday,30,273,40,September,9,3,2010,2,1,2011,1
20101001,2010-10-01,6,Friday,1,274,40,October,10,4,2010,2,2,2011,1
20101002,2010-10-02,7,Saturday,2,275,40,October,10,4,2010,2,2,2011,1
20101003,2010-10-03,1,Sunday,3,276,41,October,10,4,2010,2,2,2011,1
20101004,2010-10-04,2,Monday,4,277,41,October,10,4,2010,2,2,2011,1
20101005,2010-10-05,3,Tuesday,5,278,41,October,10,4,2010,2,2,2011,1
20101006,2010-10-06,4,Wednesday,6,279,41,October,10,4,2010,2,2,2011,1
20101007,2010-10-07,5,Thursday,7,280,41,October,10,4,2010,2,2,2011,1
20101008,2010-10-08,6,Friday,8,281,41,October,10,4,2010,2,2,2011,1
20101009,2010-10-09,7,Saturday,9,282,41,October,10,4,2010,2,2,2011,1
20101010,2010-10-10,1,Sunday,10,283,42,October,10,4,2010,2,2,2011,1
20101011,2010-10-11,2,Monday,11,284,42,October,10,4,2010,2,2,2011,1
20101012,2010-10-12,3,Tuesday,12,285,42,October,10,4,2010,2,2,2011,1
20101013,2010-10-13,4,Wednesday,13,286,42,October,10,4,2010,2,2,2011,1
20101014,2010-10-14,5,Thursday,14,287,42,October,10,4,2010,2,2,2011,1
20101015,2010-10-15,6,Friday,15,288,42,October,10,4,2010,2,2,2011,1
20101016,2010-10-16,7,Saturday,16,289,42,October,10,4,2010,2,2,2011,1
20101017,2010-10-17,1,Sunday,17,290,43,October,10,4,2010,2,2,2011,1
20101018,2010-10-18,2,Monday,18,291,43,October,10,4,2010,2,2,2011,1
20101019,2010-10-19,3,Tuesday,19,292,43,October,10,4,2010,2,2,2011,1
20101020,2010-10-20,4,Wednesday,20,293,43,October,10,4,2010,2,2,2011,1
20101021,2010-10-21,5,Thursday,21,294,43,October,10,4,2010,2,2,2011,1
20101022,2010-10-22,6,Friday,22,295,43,October,10,4,2010,2,2,2011,1
20101023,2010-10-23,7,Saturday,23,296,43,October,10,4,2010,2,2,2011,1
20101024,2010-10-24,1,Sunday,24,297,44,October,10,4,2010,2,2,2011,1
20101025,2010-10-25,2,Monday,25,298,44,October,10,4,2010,2,2,2011,1
20101026,2010-10-26,3,Tuesday,26,299,44,October,10,4,2010,2,2,2011,1
20101027,2010-10-27,4,Wednesday,27,300,44,October,10,4,2010,2,2,2011,1
20101028,2010-10-28,5,Thursday,28,301,44,October,10,4,2010,2,2,2011,1
20101029,2010-10-29,6,Friday,29,302,44,October,10,4,2010,2,2,2011,1
20101030,2010-10-30,7,Saturday,30,303,44,October,10,4,2010,2,2,2011,1
20101031,2010-10-31,1,Sunday,31,304,45,October,10,4,2010,2,2,2011,1
20101101,2010-11-01,2,Monday,1,305,45,November,11,4,2010,2,2,2011,1
20101102,2010-11-02,3,Tuesday,2,306,45,November,11,4,2010,2,2,2011,1
20101103,2010-11-03,4,Wednesday,3,307,45,November,11,4,2010,2,2,2011,1
20101104,2010-11-04,5,Thursday,4,308,45,November,11,4,2010,2,2,2011,1
20101105,2010-11-05,6,Friday,5,309,45,November,11,4,2010,2,2,2011,1
20101106,2010-11-06,7,Saturday,6,310,45,November,11,4,2010,2,2,2011,1
20101107,2010-11-07,1,Sunday,7,311,46,November,11,4,2010,2,2,2011,1
20101108,2010-11-08,2,Monday,8,312,46,November,11,4,2010,2,2,2011,1
20101109,2010-11-09,3,Tuesday,9,313,46,November,11,4,2010,2,2,2011,1
20101110,2010-11-10,4,Wednesday,10,314,46,November,11,4,2010,2,2,2011,1
20101111,2010-11-11,5,Thursday,11,315,46,November,11,4,2010,2,2,2011,1
20101112,2010-11-12,6,Friday,12,316,46,November,11,4,2010,2,2,2011,1
20101113,2010-11-13,7,Saturday,13,317,46,November,11,4,2010,2,2,2011,1
20101114,2010-11-14,1,Sunday,14,318,47,November,11,4,2010,2,2,2011,1
20101115,2010-11-15,2,Monday,15,319,47,November,11,4,2010,2,2,2011,1
20101116,2010-11-16,3,Tuesday,16,320,47,November,11,4,2010,2,2,2011,1
20101117,2010-11-17,4,Wednesday,17,321,47,November,11,4,2010,2,2,2011,1
20101118,2010-11-18,5,Thursday,18,322,47,November,11,4,2010,2,2,2011,1
20101119,2010-11-19,6,Friday,19,323,47,November,11,4,2010,2,2,2011,1
20101120,2010-11-20,7,Saturday,20,324,47,November,11,4,2010,2,2,2011,1
20101121,2010-11-21,1,Sunday,21,325,48,November,11,4,2010,2,2,2011,1
20101122,2010-11-22,2,Monday,22,326,48,November,11,4,2010,2,2,2011,1
20101123,2010-11-23,3,Tuesday,23,327,48,November,11,4,2010,2,2,2011,1
20101124,2010-11-24,4,Wednesday,24,328,48,November,11,4,2010,2,2,2011,1
20101125,2010-11-25,5,Thursday,25,329,48,November,11,4,2010,2,2,2011,1
20101126,2010-11-26,6,Friday,26,330,48,November,11,4,2010,2,2,2011,1
20101127,2010-11-27,7,Saturday,27,331,48,November,11,4,2010,2,2,2011,1
20101128,2010-11-28,1,Sunday,28,332,49,November,11,4,2010,2,2,2011,1
20101129,2010-11-29,2,Monday,29,333,49,November,11,4,2010,2,2,2011,1
20101130,2010-11-30,3,Tuesday,30,334,49,November,11,4,2010,2,2,2011,1
20101201,2010-12-01,4,Wednesday,1,335,49,December,12,4,2010,2,2,2011,1
20101202,2010-12-02,5,Thursday,2,336,49,December,12,4,2010,2,2,2011,1
20101203,2010-12-03,6,Friday,3,337,49,December,12,4,2010,2,2,2011,1
20101204,2010-12-04,7,Saturday,4,338,49,December,12,4,2010,2,2,2011,1
20101205,2010-12-05,1,Sunday,5,339,50,December,12,4,2010,2,2,2011,1
20101206,2010-12-06,2,Monday,6,340,50,December,12,4,2010,2,2,2011,1
20101207,2010-12-07,3,Tuesday,7,341,50,December,12,4,2010,2,2,2011,1
20101208,2010-12-08,4,Wednesday,8,342,50,December,12,4,2010,2,2,2011,1
20101209,2010-12-09,5,Thursday,9,343,50,December,12,4,2010,2,2,2011,1
20101210,2010-12-10,6,Friday,10,344,50,December,12,4,2010,2,2,2011,1
20101211,2010-12-11,7,Saturday,11,345,50,December,12,4,2010,2,2,2011,1
20101212,2010-12-12,1,Sunday,12,346,51,December,12,4,2010,2,2,2011,1
20101213,2010-12-13,2,Monday,13,347,51,December,12,4,2010,2,2,2011,1
20101214,2010-12-14,3,Tuesday,14,348,51,December,12,4,2010,2,2,2011,1
20101215,2010-12-15,4,Wednesday,15,349,51,December,12,4,2010,2,2,2011,1
20101216,2010-12-16,5,Thursday,16,350,51,December,12,4,2010,2,2,2011,1
20101217,2010-12-17,6,Friday,17,351,51,December,12,4,2010,2,2,2011,1
20101218,2010-12-18,7,Saturday,18,352,51,December,12,4,2010,2,2,2011,1
20101219,2010-12-19,1,Sunday,19,353,52,December,12,4,2010,2,2,2011,1
20101220,2010-12-20,2,Monday,20,354,52,December,12,4,2010,2,2,2011,1
20101221,2010-12-21,3,Tuesday,21,355,52,December,12,4,2010,2,2,2011,1
20101222,2010-12-22,4,Wednesday,22,356,52,December,12,4,2010,2,2,2011,1
20101223,2010-12-23,5,Thursday,23,357,52,December,12,4,2010,2,2,2011,1
20101224,2010-12-24,6,Friday,24,358,52,December,12,4,2010,2,2,2011,1
20101225,2010-12-25,7,Saturday,25,359,52,December,12,4,2010,2,2,2011,1
20101226,2010-12-26,1,Sunday,26,360,53,December,12,4,2010,2,2,2011,1
20101227,2010-12-27,2,Monday,27,361,53,December,12,4,2010,2,2,2011,1
20101228,2010-12-28,3,Tuesday,28,362,53,December,12,4,2010,2,2,2011,1
20101229,2010-12-29,4,Wednesday,29,363,53,December,12,4,2010,2,2,2011,1
20101230,2010-12-30,5,Thursday,30,364,53,December,12,4,2010,2,2,2011,1
20101231,2010-12-31,6,Friday,31,365,53,December,12,4,2010,2,2,2011,1
